,news_id,title,abstract,category
2562,N14737,"First snow of season moves across Wisconsin, dropping up to 3 to 4 inches in Madison and the Fox Valley; more snow possible on Halloween",An active period of weather is expected this week across southern Wisconsin.,weather
2566,N47800,Florida Winter Forecast 2019-2020 Released By NOAA,The National Oceanic and Atmospheric Administration has released its winter forecast for Florida   see what to expect.,weather
2570,N38473,"Tornadoes hit Texas, 1 person dead after storms in Arkansas","There have been 120 damaging storm reports in 6 states so far, this includes 3 tornadoes in Texas with one being in the Dallas area and two being in eastern Texas.",weather
2573,N19952,"On Monday, look to the sky to witness a rare Mercury transit","One of the biggest astronomy events of the year will take place at the start of next week. It's an event so rare that it won't happen again 2032. On Monday, Nov. 11, people across North America, South America, Europe, Africa and western Asia will be able to see Mercury pass directly between the Earth and the sun in an astronomical alignment known as a transit. Transits happen only a few times per century and provide a unique opportunity to see a...",weather
2574,N13904,Highway Drivers See Destructive Effects of Dallas Tornado Up Close,"A tornado ripped through Dallas, Texas, on the evening of October 20, damaging cars and houses, local news outlets reported. Ivy Awino recorded this footage showing damage from the tornado on Interstate 35E. The National Weather Service (NWS) issued a tornado warning for the area stating the radar indicated a tornado and possible half-dollar-sized hail. Awino, a Dallas resident, posted the footage to Twitter, with a caption saying, ""Tornado damage in Dallas on 35. It's crazy how a matter of minutes could mean being on the path of a touchdown or not."" The NWS canceled the tornado warning early October 21 and said that its teams would conduct damage surveys in ""parts of Dallas County and Van Zandt County."" Credit: Ivy Awino via Storyful",weather
2575,N6711,Dallas Tornado Leaves Trail Of Destruction In Its Path,"Buildings leveled, at least 6 hospitalized after twister sweeps through North Texas and touching down in Dallas with fierce intensity.",weather
2576,N13940,Here's what we know about the water spilling onto Dave Lyle Boulevard in Rock Hill.,"ROCK HILL -- Rock Hill The splashes shooting from beneath tires on Dave Lyle Boulevard on Monday morning weren't from the recent rain. Rock Hill utility crews were out repairing a site on Sirrine Street where water bubbled out of the ground and onto the much larger, parallel Dave Lyle. The site is across Dave Lyle from the Northside Recreation Center. Crews were still repairing the ...",weather
2578,N12742,Could the spread of the Saddleridge Fire be due to a power tower that wasn't shut off?,"While hundreds of thousands of Californians were left without electricity last week, it was an ignition under an electrical tower that may be partially responsible for the massively destructive Saddleridge Fire in Southern California. Investigators are currently looking into a report from Roberto Delgado, a Sylmar resident. According to Delgado, the fire started in the back of his house underneath a transmission tower. ""A whole lot of people...",weather
2581,N42805,"Say goodbye to 'UA,' the University of Arizona is changing the way it refers to itself","UArizona. Does that look a little different Wildcats fans? Well, it's about to become the new norm. The University of Arizona announced Monday it was changing the way it refers to itself in headlines and stories from ""UA"" to ""UArizona."" Why would the university do this? Good questions. Here's the answer: search engine optimization. SEO refers to websites optimizing their text or website to get a higher ranking or appear higher in search...",weather
2586,N43915,Lost track of all the California fires? Here's what you need to know,"As fires continue to burn across the state, a new blaze in Ventura County exploded to more than 8,000 acres Friday, prompting more evacuations and damaging at least two structures. The Maria fire broke out atop South Mountain, just south of Santa Paula, about 6:14 p.m. Thursday and was quickly burning toward the small agricultural towns of Somis and Saticoy. Fire officials say 1,800 structures ...",weather
2589,N27206,"Dominion, Smithfield Foods double their investment to turn pig manure into energy","You don't have to live near a hog farm or processing plant to know how potent pig manure is. About 75 million swine are producing manure in this country. That means they're also producing methane -- a powerful greenhouse gas that's shorter-lived in the atmosphere than carbon dioxide, but packs about 25 times the punch at heating the planet. Environmentalists have long pushed for ...",weather
2591,N48807,"19 First Alert Weather Day: Wintry mix of rain, snow and cold Thursday",,weather
2592,N1008,Howling winds to threaten travel disruptions over north-central US,"A strengthening storm responsible for severe weather and tornadoes in the South will produce an expanding area of strong winds from the northern and central Plains to the Midwest into Tuesday night. This image, taken on Monday morning, Oct. 21, 2019, over the north-central United States shows a classic comma shape in the cloud cover indicative of a powerful storm. (NOAA/GOES-East) The large storm - more typical of November - is unleashing...",weather
2596,N29429,Clear skies and chilly temps ahead!,,weather
2603,N36847,What's the forecast for Beggars' Night? 'Unseasonably cold' and possibly snowy,"It could snow in central Iowa on Halloween and Beggars' Night, according to the National Weather Service.",weather
2606,N13167,"Dallas ISD Still Dealing With Tornado Damage, Classes Cancelled On 7 Campuses",Damage from weekend storms continue to plague the Dallas ISD. Wednesday administrators announced classes are again being cancelled at seven campuses.,weather
2608,N5625,These human-size crystals formed in especially strange ways,"New clues into ancient climate shifts reveal the possible origin story of Spain's Pulpí Geode, one of the world's largest.",weather
2611,N2807,"106,000 still without power in wildfire-weary California; Maria Fire breaks out in Ventura County","At least 10 wildfires are burning in California, with the newest Maria Fire developing in Ventura County. Here's what to know.",weather
2613,N38970,Philly water exceeds Environmental Working Group limits for 5 chemicals,"Though Philadelphia tap water meets federal standards for safe drinking, it exceeds guidelines set by the nonprofit Environmental Working Group for five chemical contaminants including hexavalent chromium and chloroform, according to the group's updated tap water database released Wednesday. Philadelphia is far from alone in exceeding stringent guidelines that the organization says are based ...",weather
2614,N5445,"Wild fall freeze: Utah falls close to minus-35 as West shivers, while bitter cold oozes east",Denver could start Halloween morning near 0 degrees.,weather
2629,N21859,"California governor ""owns"" blackouts, takes political risk",California's utilities have been cutting power to areas to try to prevent their electrical equipment from starting fires but California's governor is criticizing the scale of the outages by the Pacific Gas & Electric Co. utility. (Oct. 24),weather
2630,N42070,Potential Tropical Cyclone 16 forms in the Gulf of Mexico,"The National Hurricane Center is now giving the disturbance in the western Gulf of Mexico a 90 percent chance of becoming a tropical or subtropical system today or Friday. Tropical storm warnings and storm surge watches have been issued for portions of the north Gulf Coast, including souteast Louisiana. TROPICAL STORM WARNING: A tropical storm warning is in effect from Grand Isle, Louisiana, to the mouth of the Pearl River. COASTAL FLOOD...",weather
2632,N41183,California is using inmates to fight wildfires across the state,"Last year, as many as 2,000 inmate firefighters joined the fight against the California wildfires and now hundreds of inmates are being called to join the fight again this year.",weather
2642,N31293,More wildfires erupt as ferocious winds hit Southern California,"Ferocious winds hit Southern California on Thursday, igniting two new fires.",weather
2645,N10690,"Trees on cars, power lines; tornado warnings, watches canceled for Piedmont-Triad counties","All of the Piedmont-Triad was placed under a tornado watch Thursday afternoon. Some of those counties have had their watches dropped as the storm moves quickly. Most watches weree in place until 11:00 p.m, but have since expired. Sign up for our Newsletters Lanie says we could see improvements later in the night. Surry, Yadkin, and Wilkes counties had their tornado watch dropped in the 6 o'clock hour Thursday. The prime threat was in the hours...",weather
2647,N57059,Rounds of wet weather to be double-edged sword for southern US early next week,"While the southern United States is in need of rain, forecasters say too much may fall too quickly, leading to localized flooding early next week. Residents will want to take advantage of the tranquil start to the weekend to complete yard projects or head to a fall festival before the rainy pattern begins. Showers and thunderstorms are forecast to break out from portions of the lower Mississippi Valley to the Carolina coast on Sunday as a storm...",weather
2649,N60515,Climate change is already transforming international sports,"From Doha to Tokyo to Colorado, sports events and fans are having to adapt.",weather
2650,N20524,Tropical activity in Atlantic not ready to shut down just yet,"The tropical Atlantic continues to have a weak pulse with a couple of areas being monitored for development. While Rebekah has transitioned to a non-tropical storm near the Azores to end this week, there continue to be potential candidates for tropical activity in the coming weeks over the Atlantic Ocean. ""There are currently two large, but disorganized areas of showers and thunderstorms we are keeping a close eye on through this weekend,"" Dan...",weather
2653,N28789,WSDOT Asks Drivers To Prepare Early For Snow And Ice,Transportation officials are sending out a few reminders ahead of winter's return.,weather
2654,N41914,Dangerous' surge possible: Tropical storm warnings issued for Gulf Coast as system gains strength,Tropical storm warnings have been issued for the Gulf Coast as a system that could become Tropical Storm Nestor strengthens in the Gulf of Mexico.,weather
2655,N16322,2019 winter forecast shows it will likely to be warmer,"Much of the United States will be warmer than normal this winter, the National Oceanic and Atmospheric Administration said Thursday.",weather
2658,N25544,Pittsburgh Weather: Frost Advisory Issued For Sunday Morning,The days of 70-degree weather are gone: the first frost advisory of the season is here.,weather
2660,N6174,Colorado Weather: Sunny Saturday Will Fall To Snowy Sunday,Enjoy all the sunshine and warm temperatures in Colorado today because major changes are quickly heading our way.,weather
2664,N20752,Lightning Strike At Fort Worth Gas Station Leaves Hole In Parking Lot,"The Fort Worth Fire Department said lightning struck the parking lot of a gas station, causing damage to the pavement and a hole to appear.",weather
2668,N1708,What is a tardigrade?,"Tiny animals with an outsized ability to survive in harsh environments, tardigrades are widely used in scientific research.",weather
2671,N31122,SoCal Edison Admits To Malfunction At Start Of Saddleridge Fire,Southern California Edison acknowledged that its equipment malfunctioned in the location where Saddleridge Fire started.,weather
2672,N45011,"Ozone hole shrinks to smallest size on record, and it's not related to global warming","Thanks to unusually warm temperatures high above Antarctica this month, the ozone hole shrank to its smallest size on record, scientists reported.",weather
2677,N17385,4.7 quake rattles San Benito County town,"The quake hit at 12:42 p.m. south-southeast of Hollister, at a depth of just under 10 miles.",weather
2679,N19809,Fall Is in the Air: Images of the Season,"Autumn photos 2019 harvests, festivals, migrations, winter preparations, and, of course, spectacular foliage.",weather
1,N24510,Best PS5 games: top PlayStation 5 titles to look forward to,Every confirmed or expected PS5 game we can't wait to play,entertainment
2,N35621,Stars who got fired from major projects,Take a look back at the celebs who got the boot from major movies and TV shows.,entertainment
3,N60603,Best PS4 games 2019: play great PlayStation 4 games,"These are the best PS4 games available today, from Sony's awesome exclusives to third-party must plays",entertainment
6,N30389,40 Celebrity Mothers and Daughters at the Same Age,These are some good genes.,entertainment
18,N41147,This Sony PS5 feature could end the PlayStation vs Xbox battle once and for all,Can't figure out how to get to scale the wall and reach the helicopter? PlayStation Assist may be able to help,entertainment
21,N62736,The 20 best horror games of all time,"From classics like Silent Hill and Resident Evil, to modern horror like Alien Isolation and PT - these are the best scares in gaming",entertainment
32,N6632,Star Tracks: Celebs on Vacation,Celebrity Vacations: Where Stars Travel,entertainment
34,N61178,Star Tracks: Celebs at Home,Celebrity Homes: Inside Stars Houses Summer 2019,entertainment
38,N19490,"Louisville's own Jennifer Lawrence ties the knot in a private ceremony, reports say","Louisville's Oscar-winning actress Jennifer Lawrence and New York City gallery director Cooke Maroney said ""I do"" in a small ceremony this weekend.",entertainment
41,N58332,"From cat names to fruit, here are 11 bizarre things celebrities have tried to trademark","From Taylor Swift to Kylie Jenner, a lot of stars have tried to trademark things like commonly used terms, song lyrics, and signature catchphrases.",entertainment
43,N10122,These are the best o' the best PC games available today,"In many regards, PC gamers have it better than their console counterparts. One reason why is the sheer breadth of titles available, but this can make it difficult to keep up with the best titles on the platform. We're here to help you out with a shortlist of PC games you need to play   both new and old. Even though it's a few years old (and frankly an obvious choice), The Witcher 3 remains our top pick. Best Overall: The Witcher 3 This choice...",entertainment
44,N1586,"Ann Patchett spins a dark, compelling fairy tale in The Dutch House",The Dutch House review: Ann Patchett spins a dark fairy tale,entertainment
54,N2955,Celebs who've been kicked off planes or sparked airport drama,The skies weren't too friendly when these stars were traveling.,entertainment
59,N24132,The PC gaming moments which have most wowed us in the last 30 years,From space dogfights in X-Wing to contemporary battle royale goodness,entertainment
64,N18908,A Newly Translated Novel Charts the Dizzying Transformation of an Independent Oman,Jokha Alharthi's 'Celestial Bodies' is the first novel originally written in Arabic to win the Man Booker International Prize,entertainment
66,N48304,"Week in celebrity photos for Oct. 7-11, 2019","Week in celebrity photos for Oct. 7-11, 2019",entertainment
67,N62092,"Marvel's Avengers game release date, news, trailers and first impressions","After two years of secrecy, we've finally seen what Square Enix and Crystal Dynamics have been working on.",entertainment
77,N55526,36 Celebs You Won't Recognize from Their Yearbook Photos,"See what Meryl Streep, Emma Stone and others looked like in their yearbook photos",entertainment
84,N48044,15 Scary YA Books That Are Perfect For Halloween,It's hard to resist the urge to read something spooky in the Fall.,entertainment
86,N48330,Ninja Theory reveals The Insight Project for game design and mental health,"Ninja Theory wants to study and treat mental health problems through game design. What you need to know Ninja Theory is a U.K. game development studio responsible for games like Enslaved: Odyssey to the West, Hellblade and the upcoming Bleeding Edge. Ninja Theory was acquired by Microsoft in 2018 and is now a part of Xbox Game Studios. Ninja Theory has announced The Insight Project, a new team within the studio focused on tackling mental health...",entertainment
87,N7607,Parker Looks Up: Michelle Obama's Biggest (and Littlest) Fan Just Published Her First Book,"She's been a viral sensation (more than once), has had a dance party with the forever first lady, and has published her first book all before the age of five.",entertainment
88,N37694,Comics - 'Pluggers' by Gary Brookins,,entertainment
90,N29278,We Bet You Didn't Know These Celebrities Are Also Triathletes,Gordon Ramsay isn't always in the kitchen.,entertainment
95,N42527,"Star Wars Jedi: Fallen Order trophies have already leaked, and they contain big story spoilers","Leaked online, the full list of trophies has",entertainment
101,N28323,"From Dust in a Cup to Belly Buttons, Here Are All of Hollywood's Strangest Fears and Phobias",We would have never guessed,entertainment
102,N43462,A Year of Wins! MLS Stars Alex Morgan and Servando Carrasco Expecting a Daughter,Alex Morgan and Servando Carrasco Expecting Daughter,entertainment
119,N24567,Peter Handke hits out at criticism of Nobel win,Writer says he will not talk to media again after repeated questions about his politics,entertainment
123,N49238,"Why Jennifer Aniston, Scarlett Johansson, and 12 other celebrities hate social media","Here's why celebrities like Jennifer Lawrence, Mila Kunis, and George Clooney live social media-free in today's uber-connected world.",entertainment
138,N28645,12 Books to Read If You Love Romantic Comedies,Because reading about romance is just as fun as watching it.,entertainment
141,N40453,You Won't Believe Where These Celebs Worked Before They Were Famous,They had to start somewhere!,entertainment
150,N668,See INSIDE Angelina Jolie's House as She Gets Ready for 'Maleficent' Premiere With Her Kids!,"Jolie's 'Get Ready With Me' video shows rare footage from inside her house, including her unique pets! The actress brought five of her six kids to the Los Angeles premiere of 'Maleficent: Mistress of Evil' on Monday, and reunited with her sixth kid, Maddox Jolie-Pitt, at the Japanese premiere of the film on Thursday. 'Maleficent: Mistress of Evil' is out in theaters on Oct. 11.",entertainment
154,N62655,Samuel L. Jackson Responds to Martin Scorsese's Marvel Comments,,entertainment
157,N11665,From Pumpkin Patches to Haunted Houses: Here's How Your Favorite Celebrities Are Getting Into the Halloween Spirit,"Miley Cyrus, Lea Michele, Lance Bass and more are already getting into the Halloween spirit",entertainment
159,N35098,Stars attend the 2019 Governors Awards for the Academy of Motion Picture Arts and Sciences,See which celebs attended the 2019 Governors Awards.,entertainment
174,N14644,"Charlize Theron & Margot Robbie Have Some Face Time in L.A., Plus Priyanka Chopra Jonas, Will Smith & More","Star Tracks: Tuesday, October 15, 2019",entertainment
179,N19769,Channing Tatum Proves to Jessie J He's One Proud Instagram Boyfriend!,"Jessie J took to Instagram to share a series of snaps her boyfriend, Channing Tatum, took of her while performing on stage.",entertainment
183,N29985,Here's what 60 celebrities looked like in high school,See what your favorite stars looked like while they were in school   and find out what kind of students they were.,entertainment
199,N65190,Nobel prize in literature sets sights on diversity after year of scandal,Maryse Condé and Margaret Atwood among those tipped for the prize as Swedish Academy aims to restore its shattered reputation,entertainment
200,N244,"Jessica Simpson is makeup-free and glowing in cute new Birdie Mae snap, plus more news","Jessica Simpson goes makeup-free as she and her youngest daughter get their Saturday snuggles in. Plus, more celebrity news for Oct. 7, 2019.",entertainment
201,N6234,13 Thrillers That Are Perfect For a Chilly Fall Night,"The arrival of Fall means it's time to stock our TBRs with atmospheric reads, and thriller books just so happen to have the perfect mix of creepiness and mystery that the season demands.",entertainment
202,N23031,How Will Smith Says He and Wife Jada STRENGTHENED Their Marriage (Exclusive),"Will Smith also gushed over his family while speaking with ET at the premiere of his latest film, 'Gemini Man,' in theaters Oct. 11.",entertainment
204,N51061,The 35 Best (and Most Hilarious) Halloween Costumes Ever Worn by Celebrities,In case you need some inspiration.,entertainment
206,N40082,2019 E! People's Choice Awards: By The Numbers,We're breaking down the PCAs! Will Ariana Grande or Lizzo take Album of 2019? Find out on Nov. 10 but don't forget to vote for your favorites!,entertainment
211,N2076,24 Celebrities Who've Effortlessly Transitioned to Gray Hair,"Steve Carell, we salute you.",entertainment
222,N2375,How To Quickly Level Up Your Second (Or Third) Character In Destiny 2,"Every video game has its peaks and valleys. A game like Destiny 2 one designed to be played as an ongoing hobby, indefinitely can have some bigger ones than most. However, putting together a new character in a different class can do a lot to renew your interest in a game that you play regularly whenever you hit a (totally normal) period of malaise. Even in a game as big as Destiny 2, there's only so much you can do. Wrapping your head around a...",entertainment
228,N16074,The Comic That Explains Where Joker Went Wrong,"Alan Moore's classic 1988 story, Batman: The Killing Joke, was an inspiration for Todd Phillips's grim new film but not in the one way that really mattered.",entertainment
229,N36295,Tyler Perry 'Grateful and Thankful' at Grand Opening of New Studios (Exclusive),ET spoke with Perry at the grand opening gala and dedication of his Tyler Perry Studios on Saturday.,entertainment
238,N3800,The 100 best games ever,Here's what we think are the 100 games that should go down as the best in history.,entertainment
241,N6984,Wreckfest Video Game Review: Chaotic Goodness,"Destruction, brought to your living room.",entertainment
242,N39944,"Jennifer Lopez wears $1,235 overalls, plus more proof stars are nothing like us",All the ways the stars are nothing like the rest of us in September 2019,entertainment
253,N53100,How tall are your favorite male stars?,"Alexander Skarsgard, Bruno Mars and more celebs' real heights are revealed...",entertainment
255,N7906,"Michelle Obama: 'Becoming' book follow, a guided journal, coming soon","A year after releasing her bestselling memoir, ""Becoming,"" Michelle Obama has a new book coming soon.",entertainment
260,N46928,Smith takes readers on a wild ride in 'Grand Union',"Grand Union: Stories, Penguin, by Zadie Smith",entertainment
263,N13286,"Will Smith gets friendly with fans, plus more celebs out and about this fall",See new photos of your favorite celebrities living life during fall 2019!,entertainment
266,N37645,Ways of Being,Three new books explore the variety of transgender experiences.,entertainment
275,N15145,Hailey Bieber's Wedding Dress Revealed,"Boy, was the wait worth it! One week after tying the knot to the ""10,000 Hours"" singer, the model finally shows off the custom Off-White gown she wore for the big day.",entertainment
278,N63372,8 Self-Help Books That Are Actually Worth Reading,"It's no secret that a lot of self-help books are a bunch of B.S. But we did the research and found the best self-help books for women, according to stellar Amazon reviews.",entertainment
281,N58162,Star Wars Jedi: Fallen Order has the potential to make a big impact,"It's easy to paint EA as the villain, but some of that perception has been rightly earned. I don't know where to begin when it comes to how badly EA has handled its licensing deal to make Star Wars video games. Maybe I can start with the backlash from Battlefront II's loot crates that caused so much controversy, Disney CEO Bob Iger reportedly intervened. It got so bad that EA outright removed them entirely shortly before launch. Or I could start...",entertainment
282,N43884,Bungie pulls popular gun from 'Destiny 2' after discovering exploit,"Believe it or not, Bungie is grappling with another wildly overpowered Destiny 2 weapon. The developer has pulled the Telesto fusion rifle from all activities after players discovered an exploit that lets them rapidly charge their character's Super ability. All you had to do was shoot at the floor while using an Ashes to Assets armor perk and toss a grenade at the resulting projectiles (destroying them counted as kills) to make them recharge...",entertainment
283,N29105,PS5 games: all the games confirmed and expected on the PlayStation 5,We've compiled a list of all the PS5 games confirmed for Sony's next-generation console - and those we hope to see.,entertainment
284,N40836,Lisa Jewell's suspenseful new novel 'The Family Upstairs' keeps the reader guessing,"Lisa Jewell's suspenseful new novel ""The Family Upstairs"" delves into issues of inheritance and identity.",entertainment
291,N13874,Who Are Feminist Baby Books For?,"I don't think, in and of themselves, that's how you raise a child to be a feminist.",entertainment
296,N35998,Pinkett-Smith talks addiction with Demi Moore,"Jada Pinkett-Smith opens up about addiction, codependency and family trauma on a new episode of her web series ""Red Table Talk,"" featuring Demi Moore and Moore's daughters Rumer and Tallulah Willis. (Nov. 6)",entertainment
302,N19594,Funny celeb pics for October 2019,Helen Mirren does ride share differently and more pics that will make you LOL.,entertainment
323,N58647,"Pursuit' another creepy, suspenseful thriller from Joyce Carol Oates","Joyce Carol Oates' latest thriller ""Pursuit"" is slight and might disappoint her more literary fans, but it delivers on the promise of creepy thrills.",entertainment
341,N58763,The best-selling game of 2018 is finally coming to PC in November,"Red Dead Redemption 2 was wildly celebrated by critics for its huge, interactive, open world when it launched on Xbox One and PlayStation 4.",entertainment
357,N38619,Every Must-See Photo From Justin Bieber & Hailey Baldwin's Star-Studded Southern Wedding,"It was nice of Justin and Hailey's wedding guests to post photos from inside the event, you know, since our invite obviously got lost",entertainment
359,N38556,All the times royals have met A-list celebs,See all the moments the British royal family rubbed elbows with Hollywood stars.,entertainment
360,N54752,How the biggest stars of the decade have changed,Find out what's happened to Hollywood's biggest stars over the last 10 years from 2010 to 2019.,entertainment
369,N55398,The best PC gaming headsets of 2019,The best gaming headset brings game audio to life and won't cramp your ears after long sessions. Here are our top 15 picks.,entertainment
371,N50919,Inside Justin and Hailey Bieber's WEDDING!,"Justin and Hailey married for a second time on Monday, Sept. 30.",entertainment
373,N24237,Review: Grisham's 'The Guardians' is suspenseful thriller,"The Guardians: a Novel, published by Doubleday, by John Grisham",entertainment
387,N53011,Ronan Farrow Is Still Hunting for the Truth,"Shondaland spoke to the journalist and author about his new book, ""Catch and Kill""",entertainment
389,N40255,Can You Handle the Scariest Books of All Time?,We would say read with the lights on but...,entertainment
404,N10195,These Celebrity Fathers and Sons Look Almost Identical at the Same Age,"Plus, we take a look at Prince Harry's newest dopplegänger.",entertainment
409,N13113,"Diahann Carroll, Pioneering Actress on 'Julia' and 'Dynasty,' Dies at 84","She also landed a historic Tony Award, plus an Oscar nomination for her performance in 'Claudine.'",entertainment
418,N38824,Celebrities react to Demi Moore's revealing memoir Inside Out,"Demi Moore memoir: Ashton Kutcher, Bruce Willis in Inside Out",entertainment
420,N39185,All the PC games available as part of Xbox Game Pass,"All the Xbox Game Pass PC titles available for Windows 10, with a tease of what's coming next. Xbox Game Pass, Microsoft's Netflix-style subscription service, has shaken up Xbox One gaming with its rotating games library. Over 100 titles for a flat $10 monthly fee promises considerable value for players   and Microsoft has expanded with a PC debut for the service. From Microsoft's leading exclusives to innovative indies, we've wrapped up a full...",entertainment
443,N19662,"Kids who play Fortnite say they get bullied and shamed if they can't afford paid skins, according to a damning report on gaming habits",A study into British children's gaming preferences claims children feel 'scorned' if their 'Fortnite' in-game avatars wear the game's 'default' skins.,entertainment
449,N39995,Star Tracks: Celebs on Vacation,Celebrity Vacations: Where Stars Travel,entertainment
452,N16497,Celebs at Hailey and Justin Bieber's Wedding,,entertainment
457,N21015,"Celebs Who Have Rocked a Mullet, From Meryl Streep to Kanye West","Business in the front, party in the back.",entertainment
477,N21231,"Modern Warfare Spec Ops exclusive, campaign trailer and everything else we know",Another remake for 2019.,entertainment
502,N10144,Xbox Elite Controller Series 2 review: A gamepad perfected,"Microsoft's original Xbox Elite Controller had lofty ambitions but collapsed under the weight of some crippling flaws. The Elite Series 2 fixes all that, while piling on extra features. Here's our review. The OG Xbox Elite Controller launched a few years ago and won itself a heap of initial praise. Extra paddles on the reverse for additional buttons, trigger locks for more rapid firing activation, and rubberized grips for a more tactile feel....",entertainment
503,N24231,Stars turning 80 in 2019,Find out which stars were born in 1939.,entertainment
505,N22519,#SquashGoals! Adorable Snaps of Celebrity Kids at the Pumpkin Patch,Oh my gourd! These kids are the cutest little pumpkins in the patch!,entertainment
513,N44270,Kylie Jenner and Travis Scott Reportedly Taking a Break After More Than 2 Years of Dating,"Kylie Jenner and Travis Scott, who were first linked in April 2017, are reportedly taking a break.",entertainment
517,N37578,"Go Ask Anna: Rihanna Talks Her Dream Wedding Dress, the Met Ball, and Her New Album","Watch Rihanna and Anna Wintour interview each other in this special edition of Go Ask Anna. If Anna Wintour can't find out when the album's coming, who can? Directed and Illustrated by The Selby Producer: Camilla Ferenczi and Melissa Tvetan Producer: Vogue Marina Weisburg Animator: Michel Sayegh DP: Cole Evelev AC: Lola Banks Gaffer: Gautam Kadian Sound: Phil Shipman PA: Lily McCann",entertainment
520,N16185,Olga Tokarczuk: the dreadlocked feminist winner the Nobel needed,"From her Man Booker International winning novel Flights to her William Blake-infused eco-thriller, you can't go wrong reading this great Polish author",entertainment
527,N14349,Celebrity Headshots from Before They Were Famous,Prepare for some straight-up baby faces.,entertainment
534,N61972,"New details on why Meg Ryan, John Mellencamp split, plus more news","Meg Ryan and John Mellencamp's marriage plans may have prompted their split. Plus, more celebrity news for Nov. 4, 2019.",entertainment
535,N11700,Must-See Fashion Police Moments to Check Out This Week,,entertainment
542,N50581,All the Ways the Motherless Brooklyn Movie Departs From Jonathan Lethem's Novel,Edward Norton's adaptation changes more than it keeps.,entertainment
547,N18465,Another high profile streamer leaves Twitch for an exclusivity deal,"Goodbye, Twitch. Hello, YouTube",entertainment
563,N38394,Long Hollywood romances that ended in short marriages,Find out which celebrities dated longer than they were married.,entertainment
565,N58942,Family Fights Beaumont Hospital To Keep Teen On Life Support,"(WWJ) The family of a 16-year-old University of Detroit Jesuit High School Student in a coma is locked in a battle with Beaumont Hospital in Royal Oak. The family's attorney said the hospital was planning to pull Titus Cromer Jr off life support at noon on Monday, against the family's wishes. At short time before that was supposed to happen, however, WWJ's Charlie Lanton reports a judge granted a temporary restraining order preventing Beaumont...",entertainment
567,N8657,Famous Celebs Who Started as Child Actors,"Leonardo DiCaprio, who will be celebrating his 45th birthday on Nov.",entertainment
568,N51179,The week in entertainment history: Oct. 13-19,"Each week we take a look back through history at the world of entertainment to highlight major events, notable births and deaths.",entertainment
575,N279,Stars turning 70 in 2019,Seventy and sensational! Join us as we celebrate the stars who were born in 1949.,entertainment
579,N57141,Banned books week: How many have you read?,Each year the American Library Association releases a list of top titles that are banned and censored.,entertainment
581,N20857,100 books to read in a lifetime   according to Amazon Books editors,There are more great books in the world than there is time to read all of them. Amazon's list of 100 books to read in a lifetime is a good place to start.,entertainment
583,N18198,Harriet' cannot capture the true power and strength of Tubman,Cynthia Erivo is the best thing about Kasi Lemmons' film about Harriet Tubman. But the film itself is a little too conventional.,entertainment
593,N47574,Celebrities You Didn't Know Were Classmates When They Were Kids,We'd kill to see these yearbook pictures.,entertainment
602,N41328,Stars who've debuted shocking hair colors or styles,See some of Hollywood's wildest and weirdest hair transformations.,entertainment
617,N50476,Wildest celebrity splurges,We're taking a look at some of the craziest things celebs have purchased!,entertainment
621,N58309,Knightley: tricky to stay in the loop with new baby,"As Keira Knightley walks the red carpet for her political thriller 'Official Secrets' in London, she admits she hasn't 'a clue what's going on' in politics right now, as she nurses her 6-week old baby. (Oct. 11)",entertainment
628,N18951,Nicki Minaj gets married and more ICYMI celeb news,"Nicki Minaj gets married, Lori Loughlin has more legal problems, Joe Giudice speaks out from Italy, more news you might have missed this week.",entertainment
630,N43052,The Best Nonfiction Books of 2019 Span Everything From True Crime to Scammer Culture,These are our favorite reads of the year to help you expand your mind.,entertainment
643,N16413,Halloween Books for Kids That'll Give the Whole Family a Good Fright,"Spooky, spooky, spooky!",entertainment
649,N44144,"All the video game release dates for PS4, Xbox One, PC, and Switch","All the upcoming video game release dates, including DLC, updated every week",entertainment
656,N42835,Nancy Drew Is Not Who You Remember,"The redheaded detective is back in a CW reboot, but the mystery remains: is she more than endlessly recyclable IP?",entertainment
668,N12160,THEN AND NOW: 56 celebrity kids who are all grown up,The children of Hollywood celebrities grow up in the public eye. Here's a look at how some have changed over the years.,entertainment
686,N36096,BTS and Becky G Spark Collab Rumors on Twitter,Becky G and BTS have prompted rumors of an upcoming collab after sending out some pretty cryptic tweets.,entertainment
701,N8127,All About Princess Beatrice's Engagement Ring and Why There's a Meghan Markle Connection,Princess Beatrice's Engagement Ring Every Angle,entertainment
703,N30842,Felicity Huffman serves prison sentence and more ICYMI celeb news from October 2019,"Jennifer Lawrence, Nicki Minaj married, Jennifer Aniston joins Instagram, Matt Lauer denies rape claim, more news you might have missed this month.",entertainment
705,N11882,The biggest celebrity love life stories of October 2019,"Miley and Cody debut romance, Kylie and Travis call it quits, Liam steps out with Dynasty actress, Jennifer Lawrence ties the knot and more!",entertainment
707,N548,The 100 Most Epic Celebrity Halloween Costume Ideas,A look back at some of the best celeb costumes over the years.,entertainment
713,N1926,The Best Fall Books of 2019 Will Get You Through the Months Ahead,"From urgent nonfiction about sexual abuse and toxic masculinity to spellbinding novels about monsters, families, and climate war.",entertainment
724,N30295,A guide to the 2019 People's Choice Awards nominees' significant others,Learn more about the other halves of this year's People's Choice Awards nominees.,entertainment
